sn,FID,agf,plotID,transect,County,genus,species,dbh,height,canopyd,latitude,longitude,altitude,accuracy
2087,1401,cropland_agroforestry,129,4,Meru,Musa,acuminata,55,320,400,0.0585512,37.7042669,1299.4,4.983
2088,1650,cropland_agroforestry,129,4,Meru,Eucalyptus,robusta,20,700,200,0.0585529,37.7036571,1273.4,4.44
2089,1371,cropland_agroforestry,129,4,Meru,Musa,acuminata,13,800,600,0.0585556,37.7037889,1280.4,3.76
2090,2290,cropland_agroforestry,129,4,Meru,Grevillea,robusta,35,780,180,0.0585633,37.7034453,1248.9,4.9
2091,1373,cropland_agroforestry,129,4,Meru,Musa,acuminata,15,650,400,0.0585897,37.7040245,1281,4.32
2092,1653,cropland_agroforestry,129,4,Meru,Eucalyptus,robusta,30,1200,150,0.0585946,37.7037205,1273.4,4.84
2093,1372,cropland_agroforestry,129,4,Meru,Musa,acuminata,15,750,600,0.0585977,37.7039403,1280.8,4.9
2094,2115,cropland_agroforestry,129,4,Meru,Grevillea,robusta,110,1100,450,0.0585987,37.703732,1267.7,5
2095,1399,cropland_agroforestry,129,4,Meru,Musa,acuminata,25,350,250,0.0585997,37.7039676,1268.4,4.9
2096,1317,cropland_agroforestry,129,4,Meru,Musa,acuminata,20,700,600,0.0586034,37.7037028,1280.2,4.92
2097,2293,cropland_agroforestry,129,4,Meru,Grevillea,robusta,40,700,350,0.0586503,37.7036004,1248.8,4.82
2098,2289,cropland_agroforestry,129,4,Meru,Grevillea,robusta,55,820,200,0.0586581,37.7034456,1247.9,4.72
2099,1398,cropland_agroforestry,129,4,Meru,Musa,acuminata,28,240,130,0.0586583,37.7037785,1248.8,4.983
2100,1397,cropland_agroforestry,129,4,Meru,Musa,acuminata,30,400,250,0.0586742,37.7039177,1268.8,4.8
2101,2292,cropland_agroforestry,129,4,Meru,Grevillea,robusta,38,620,230,0.0587103,37.7036199,1249,4.98
2102,2291,cropland_agroforestry,129,4,Meru,Grevillea,robusta,28,650,220,0.0587254,37.7035535,1249.1,4.6
2103,1340,cropland_agroforestry,129,4,Meru,Musa,acuminata,30,160,120,0.0587353,37.7038011,1249.2,4.86
2104,2231,cropland_agroforestry,129,4,Meru,Grevillea,robusta,85,1250,550,0.0588889,37.7039822,1255.6,4.916
2105,2232,cropland_agroforestry,129,4,Meru,Grevillea,robusta,85,1050,450,0.0590648,37.7043111,1255.7,4.9
2106,2233,cropland_agroforestry,129,4,Meru,Grevillea,robusta,95,1250,450,0.0591017,37.7043614,1255.8,4.966
2107,4059,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,25,500,180,0.0643182,34.7274555,1617.3,4.833
2108,4062,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,60,350,150,0.0643361,34.7274828,1617.2,4.95
2109,4069,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,20,330,120,0.06434,34.7274357,1618.5,4.74
2110,4084,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,60,420,200,0.064347,34.7275386,1616.9,4.933
2111,4057,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,45,420,150,0.06435,34.727485,1475.4,4.6
2112,4083,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,75,500,100,0.0643835,34.7275321,1595.4,4.8
2113,4071,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,60,400,150,0.0643859,34.7274665,1617,5
2114,4077,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,25,270,100,0.0643978,34.7274488,1617.1,4.616
2115,4081,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,25,230,100,0.0644003,34.7274881,1617.2,4.66
2116,4073,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,20,250,100,0.0644086,34.7273904,1617.1,3
2117,4064,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,25,300,100,0.0644375,34.7274696,1619.2,4.433
2118,4076,cropland_agroforestry,57,1,Vihiga,Eucalyptus,robusta 1,22,520,300,0.064444,34.7273095,1619.3,4.866
2119,4074,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,70,450,130,0.0644531,34.7275713,1595.4,4.9
2120,4060,cropland_agroforestry,57,1,Vihiga,Eucalyptus,robusta 1,20,500,300,0.0644883,34.7273167,1504.8,4.6
2121,4070,cropland_agroforestry,57,1,Vihiga,Musa,acuminata,45,450,150,0.0645058,34.7275797,1595.5,5
2122,4065,cropland_agroforestry,57,1,Vihiga,Eucalyptus,robusta 1,38,1200,600,0.0645094,34.727376,1619.7,3.1
2123,4063,cropland_agroforestry,57,1,Vihiga,Eucalyptus,robusta 1,50,1100,250,0.0645549,34.7275351,1595.6,4.62
2124,4058,cropland_agroforestry,57,1,Vihiga,Eucalyptus,robusta 1,12,500,130,0.0645771,34.7275164,1596.4,4.7
2125,4114,cropland_agroforestry,56,1,Vihiga,Eucalyptus,robusta 1,68,2800,500,0.088125,34.7017484,1545,4.86
2126,4106,cropland_agroforestry,56,1,Vihiga,Eucalyptus,robusta 1,75,1050,650,0.0881696,34.7021051,1540.8,4.36
2127,4103,cropland_agroforestry,56,1,Vihiga,Eucalyptus,robusta 1,85,1150,450,0.0882242,34.7020605,1541,4.98
2128,4100,cropland_agroforestry,56,1,Vihiga,Eucalyptus,robusta 1,80,2400,700,0.0882599,34.7021491,1545.2,4.64
2129,4104,cropland_agroforestry,56,1,Vihiga,Eucalyptus,robusta 1,78,2600,400,0.0882698,34.7021021,1545.2,4.825
2130,4110,cropland_agroforestry,56,1,Vihiga,Eucalyptus,robusta 1,74,2300,420,0.0882929,34.7018487,1545.1,4.76
2131,4108,cropland_agroforestry,56,1,Vihiga,Grevillea,robusta 2,50,1100,100,0.0882981,34.7019472,1563.7,4.72
2132,4116,cropland_agroforestry,56,1,Vihiga,Eucalyptus,robusta 1,120,1350,850,0.0883119,34.7016285,1540.7,4.84
2133,4118,cropland_agroforestry,56,1,Vihiga,Eucalyptus,robusta 1,50,1000,130,0.0883325,34.7017414,1563.3,3.44
2134,4095,cropland_agroforestry,56,1,Vihiga,Eucalyptus,robusta 1,65,1250,450,0.0883365,34.702203,1541.3,4.94
2135,4115,cropland_agroforestry,56,1,Vihiga,Musa,acuminata,25,330,150,0.088453,34.7019352,1535.4,5
2136,4120,cropland_agroforestry,56,1,Vihiga,Eucalyptus,globulus,8,500,130,0.0884619,34.7017328,1579.5,4.78
2137,4112,cropland_agroforestry,56,1,Vihiga,Musa,acuminata,20,500,200,0.0884925,34.7019359,1579.4,4.933
2138,4117,cropland_agroforestry,56,1,Vihiga,Eucalyptus,robusta 1,25,750,400,0.0885912,34.7017323,1579.4,4.7
2139,1604,pasture_agroforestry,128,4,Meru,Eucalyptus,grandis,70,3500,1000,0.1093785,37.5706492,2042.1,4.9
2140,3182,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,80,1700,600,0.1095793,37.5707773,2072.5,4.86
2141,1586,pasture_agroforestry,128,4,Meru,Eucalyptus,grandis,10,1000,600,0.1096419,37.5700737,2044.2,4.6
2142,3170,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,58,1600,500,0.1096569,37.5705992,2070.5,4.88
2143,1585,pasture_agroforestry,128,4,Meru,Eucalyptus,grandis,35,2500,900,0.1096622,37.5700087,2044.3,4.9
2144,3181,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,60,1900,400,0.1096686,37.5705197,2072.5,4.88
2145,3169,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,75,1600,600,0.1096689,37.5707493,2070.5,4.925
2146,3167,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,65,1800,300,0.1096805,37.570806,2070.4,5
2147,3171,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,60,1200,320,0.1097135,37.5706056,2070.1,4.86
2148,1584,pasture_agroforestry,128,4,Meru,Eucalyptus,grandis,9,1300,300,0.1097238,37.569978,2044.4,4.98
2149,1571,pasture_agroforestry,128,4,Meru,Eucalyptus,grandis,8,1000,400,0.1097303,37.5700939,2044.1,4.88
2150,3180,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,6,450,100,0.1098,37.570489,2072.7,4.88
2151,1570,pasture_agroforestry,128,4,Meru,Eucalyptus,grandis,10,1000,400,0.1098463,37.5700779,2044.1,4.94
2152,3168,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,63,1500,400,0.1098466,37.5706988,2070.5,4.9
2153,3178,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,48,1500,400,0.1098628,37.570425,2072.8,4.82
2154,3172,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,58,1400,300,0.1098836,37.5705376,2069.5,4.9
2155,3166,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,68,1800,400,0.1099206,37.5708412,2070.4,4.94
2156,3165,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,62,1800,320,0.1099308,37.570871,2070.3,4.92
2157,1593,pasture_agroforestry,128,4,Meru,Eucalyptus,grandis,8,1000,350,0.1099525,37.5701788,2042.2,4.88
2158,1592,pasture_agroforestry,128,4,Meru,Eucalyptus,grandis,25,2200,500,0.109972,37.5701163,2042.6,4.78
2159,1652,pasture_agroforestry,128,4,Meru,Eucalyptus,robusta,35,900,400,0.1100532,37.5704594,2072.8,4.95
2160,1629,pasture_agroforestry,128,4,Meru,Eucalyptus,robusta,90,1500,600,0.1100571,37.5704676,2048.8,4.86
2161,1628,pasture_agroforestry,128,4,Meru,Eucalyptus,robusta,150,1500,600,0.1100715,37.5704912,2048.7,4.833
2162,1630,pasture_agroforestry,128,4,Meru,Eucalyptus,robusta,55,1300,400,0.1100797,37.5702453,2048.5,4.983
2163,3152,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,23,500,700,0.1101304,37.5704049,2072,4.8
2164,3179,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,12,650,300,0.1101384,37.5703767,2081.7,4.92
2165,1627,pasture_agroforestry,128,4,Meru,Eucalyptus,robusta,90,1600,700,0.1101657,37.5706262,2048.7,4.98
2166,3164,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,60,1400,300,0.1102267,37.5708654,2070.8,4.82
2167,1626,pasture_agroforestry,128,4,Meru,Eucalyptus,robusta,15,550,200,0.1102383,37.5705553,2009.9,5
2168,3163,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,70,1300,200,0.1102814,37.5707895,2070.9,4.94
2169,3154,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,65,1500,450,0.1102944,37.5707052,2071,4.94
2170,3151,pasture_agroforestry,128,4,Meru,Eucalyptus,globulus,5,180,100,0.1103108,37.5703915,2089,5
2171,3699,cropland_agroforestry,51,1,Siaya,Grevillea,robusta 2,65,1000,400,0.1109683,34.533641,1451.7,4.84
2172,3698,cropland_agroforestry,51,1,Siaya,Eucalyptus,globulus,72,2300,600,0.1110631,34.5336741,1424.9,4.8
2173,3700,cropland_agroforestry,51,1,Siaya,Grevillea,robusta 2,20,700,100,0.1110717,34.5333517,1409.5,4.6
2174,3697,cropland_agroforestry,51,1,Siaya,Grevillea,robusta 2,7,450,100,0.1111491,34.5335537,1411.3,3.76
2175,3701,cropland_agroforestry,51,1,Siaya,Grevillea,robusta 2,29,700,260,0.1111899,34.5336051,1425,4.866
2176,3706,cropland_agroforestry,51,1,Siaya,Musa,acuminata,50,550,150,0.1112002,34.5338982,1449.4,4.7
2177,3712,cropland_agroforestry,51,1,Siaya,Musa,acuminata,70,700,250,0.1112369,34.5339286,1448.9,4.85
2178,3713,cropland_agroforestry,51,1,Siaya,Eucalyptus,robusta 1,15,900,200,0.1112387,34.5339509,1415.9,4.96
2179,3703,cropland_agroforestry,51,1,Siaya,Grevillea,robusta 2,18,750,100,0.1112459,34.5337447,1409.7,4.98
2180,3716,cropland_agroforestry,51,1,Siaya,Musa,acuminata,13,300,150,0.1112465,34.5339245,1415.8,4.78
2181,3704,cropland_agroforestry,51,1,Siaya,Grevillea,robusta 2,15,850,250,0.1112589,34.5337397,1415.4,5
2182,3710,cropland_agroforestry,51,1,Siaya,Musa,acuminata,20,400,250,0.1112641,34.5337753,1415.9,4.94
2183,3707,cropland_agroforestry,51,1,Siaya,Eucalyptus,globulus,32,650,200,0.1112783,34.533695,1425.1,4.6
2184,3705,cropland_agroforestry,51,1,Siaya,Eucalyptus,globulus,65,2400,350,0.1112882,34.5336836,1425.1,4.56
2185,3718,cropland_agroforestry,51,1,Siaya,Eucalyptus,robusta 1,30,850,100,0.1112955,34.5338115,1410.4,4.54
2186,3719,cropland_agroforestry,51,1,Siaya,Musa,acuminata,18,400,250,0.111309,34.5339541,1415.7,5
2187,3708,cropland_agroforestry,51,1,Siaya,Musa,acuminata,25,300,100,0.1113131,34.5337372,1409.7,4.866
2188,3715,cropland_agroforestry,51,1,Siaya,Musa,acuminata,30,600,280,0.1113924,34.5339557,1424.8,4.95
2189,3717,cropland_agroforestry,51,1,Siaya,Musa,acuminata,26,520,180,0.111395,34.5339567,1424.8,4.9
2190,3727,cropland_agroforestry,51,1,Siaya,Eucalyptus,robusta 1,32,650,350,0.1116587,34.5342659,1412.3,4.86
2191,3725,cropland_agroforestry,51,1,Siaya,Eucalyptus,robusta 1,65,1350,650,0.1116675,34.5342773,1411.7,4.48
2192,3726,cropland_agroforestry,51,1,Siaya,Eucalyptus,robusta 1,45,850,450,0.1116967,34.534215,1412.6,4.1
2193,4221,pasture_agroforestry,55,1,Vihiga,Grevillea,robusta 2,12,430,70,0.113255,34.657059,1526.4,4.666
2194,4219,pasture_agroforestry,55,1,Vihiga,Eucalyptus,globulus,5,210,100,0.1132652,34.6570782,1541.4,4.02
2195,4217,pasture_agroforestry,55,1,Vihiga,Eucalyptus,robusta 1,45,950,230,0.1132793,34.6570819,1526.5,4.75
2196,4213,pasture_agroforestry,55,1,Vihiga,Musa,acuminata,25,600,250,0.1133528,34.6567278,1491.4,4.925
2197,4208,pasture_agroforestry,55,1,Vihiga,Eucalyptus,globulus,5,200,100,0.1133616,34.6569754,1542.3,4.4
2198,4215,pasture_agroforestry,55,1,Vihiga,Eucalyptus,robusta 1,40,1100,120,0.1133709,34.6570369,1541.9,4.7
2199,4201,pasture_agroforestry,55,1,Vihiga,Eucalyptus,globulus,10,650,100,0.1134005,34.6571151,1541.9,4.4
2200,4212,pasture_agroforestry,55,1,Vihiga,Eucalyptus,robusta 1,30,850,110,0.1134048,34.6570688,1526.6,4.66
2201,4197,pasture_agroforestry,55,1,Vihiga,Grevillea,robusta 2,60,1000,100,0.1134061,34.6569391,1541.7,4.8
2202,4207,pasture_agroforestry,55,1,Vihiga,Eucalyptus,robusta 1,100,1300,500,0.1134127,34.6571865,1526.7,4.85
2203,4203,pasture_agroforestry,55,1,Vihiga,Eucalyptus,globulus,60,1100,100,0.1134338,34.6570256,1542,4.84
2204,1598,pasture_agroforestry,127,4,Meru,Eucalyptus,grandis,10,1300,600,0.1430865,37.4850702,1986.7,3.9
2205,3173,pasture_agroforestry,127,4,Meru,Eucalyptus,globulus,10,1000,300,0.1430983,37.4850868,1986.8,4.075
2206,3156,pasture_agroforestry,127,4,Meru,Eucalyptus,globulus,15,750,350,0.1431033,37.4850319,1968.5,4.98
2207,3155,pasture_agroforestry,127,4,Meru,Eucalyptus,globulus,32,800,300,0.1431105,37.4847823,1951.6,5
2208,1597,pasture_agroforestry,127,4,Meru,Eucalyptus,grandis,7,1200,450,0.1431162,37.4850416,1986.4,4
2209,3160,pasture_agroforestry,127,4,Meru,Eucalyptus,globulus,15,600,300,0.1431564,37.4849631,1965.9,4.9
2210,1622,pasture_agroforestry,127,4,Meru,Eucalyptus,robusta,15,550,300,0.1431696,37.4850356,1966.1,4.9
2211,1582,pasture_agroforestry,127,4,Meru,Eucalyptus,grandis,12,1300,550,0.1431952,37.4849404,1986.7,4.475
2212,1625,pasture_agroforestry,127,4,Meru,Eucalyptus,robusta,30,1100,400,0.1432226,37.4845642,1958.3,4.966
2213,3159,pasture_agroforestry,127,4,Meru,Eucalyptus,globulus,38,810,150,0.1432362,37.4847408,1952.6,2.44
2214,3161,pasture_agroforestry,127,4,Meru,Eucalyptus,globulus,22,800,140,0.1432442,37.4847244,1952.3,4.84
2215,1624,pasture_agroforestry,127,4,Meru,Eucalyptus,robusta,50,1200,450,0.1432519,37.4845309,1957.8,4.68
2216,1599,pasture_agroforestry,127,4,Meru,Eucalyptus,grandis,13,1500,700,0.1432545,37.4849584,1986.8,4.74
2217,1605,pasture_agroforestry,127,4,Meru,Eucalyptus,grandis,15,650,350,0.143263,37.4849006,1966,4.933
2218,1601,pasture_agroforestry,127,4,Meru,Eucalyptus,grandis,28,650,450,0.1432694,37.4843817,2013.2,4.9
2219,1583,pasture_agroforestry,127,4,Meru,Eucalyptus,grandis,8,1000,450,0.1432703,37.4846117,1986.1,4.466
2220,3157,pasture_agroforestry,127,4,Meru,Eucalyptus,globulus,35,750,100,0.1432801,37.4847982,1952.5,4.08
2221,3158,pasture_agroforestry,127,4,Meru,Eucalyptus,globulus,45,780,300,0.1432821,37.4847681,1952.5,4.94
2222,1600,pasture_agroforestry,127,4,Meru,Eucalyptus,grandis,35,850,560,0.1432935,37.4843856,2012.9,4.7
2223,3162,pasture_agroforestry,127,4,Meru,Eucalyptus,globulus,40,750,350,0.1433313,37.4847673,1952.8,4.18
2224,3177,pasture_agroforestry,127,4,Meru,Eucalyptus,globulus,8,1500,600,0.1433403,37.4847159,1986.5,4.6
2225,1623,pasture_agroforestry,127,4,Meru,Eucalyptus,robusta,60,1200,450,0.1433602,37.4848166,1965.7,4.933
2226,3298,pasture_agroforestry,127,4,Meru,Acacia,drepanolobium,14,200,300,0.1433784,37.4847567,1952.5,3.9
2227,3211,pasture_agroforestry,127,4,Meru,Acacia,nilotica,28,500,350,0.1434038,37.4848036,1971.9,4.86
2228,3176,pasture_agroforestry,127,4,Meru,Eucalyptus,globulus,32,850,540,0.1434077,37.4845653,2012.9,4.7
2229,1602,pasture_agroforestry,127,4,Meru,Eucalyptus,grandis,9,1300,600,0.1434235,37.4846637,1986.7,4.2
2230,3264,pasture_agroforestry,127,4,Meru,Acacia,drepanolobium,5,100,40,0.1434578,37.4849057,1972,5
2231,3153,pasture_agroforestry,127,4,Meru,Eucalyptus,globulus,34,580,200,0.1434595,37.4848648,1952.3,4.14
2232,1106,pasture_agroforestry,127,4,Meru,Acacia,fernesiana,35,220,250,0.1436635,37.4846241,1952.5,4.15
2233,4257,cropland_agroforestry,64,1,Kakamega,Eucalyptus,robusta 1,48,1100,430,0.1480321,34.5605346,1497.5,4.88
2234,4254,cropland_agroforestry,64,1,Kakamega,Eucalyptus,robusta 1,20,900,300,0.1481183,34.56081,1426.1,5
2235,4252,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,40,700,100,0.1481204,34.5608487,1482,4.8
2236,4249,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,44,1100,420,0.1481642,34.5607414,1497.7,4.9
2237,4271,cropland_agroforestry,64,1,Kakamega,Eucalyptus,robusta 1,60,900,250,0.1482267,34.56047,1465.7,5
2238,4268,cropland_agroforestry,64,1,Kakamega,Eucalyptus,robusta 1,40,1300,350,0.1482507,34.5604409,1465.7,4.7
2239,4266,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,25,630,130,0.1483066,34.5602705,1465.7,4.82
2240,4248,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,10,500,100,0.1483212,34.5611429,1481.8,4.46
2241,4234,cropland_agroforestry,64,1,Kakamega,Musa,acuminata,40,400,100,0.1483468,34.5608727,1482.4,4.566
2242,4232,cropland_agroforestry,64,1,Kakamega,Musa,acuminata,20,400,200,0.1483538,34.5608353,1440.1,4.98
2243,4269,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,48,1300,400,0.1483696,34.5603763,1478.7,4.94
2244,4264,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,40,550,130,0.1483971,34.5603093,1465.8,4.9
2245,4237,cropland_agroforestry,64,1,Kakamega,Musa,acuminata,40,250,100,0.1484008,34.5609138,1482.7,3.78
2246,4246,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,8,450,100,0.1484151,34.5610229,1481.8,4.86
2247,4247,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,45,850,450,0.1484265,34.5606057,1460,4.983
2248,4245,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,56,1010,520,0.148436,34.5605157,1459.1,4.78
2249,4255,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,45,950,450,0.148495,34.5607019,1462.7,4.98
2250,4242,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,55,980,450,0.1484983,34.56036,1459.3,4.9
2251,4270,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,45,750,420,0.1485265,34.5603052,1454.2,4.96
2252,4239,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,15,1000,150,0.1485772,34.5608932,1440.4,4.9
2253,4259,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,35,850,350,0.1486351,34.560535,1462.5,4.72
2254,4263,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,32,750,250,0.1487012,34.5607107,1456.1,4.98
2255,4265,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,55,950,450,0.1487139,34.560585,1456.1,4.48
2256,4267,cropland_agroforestry,64,1,Kakamega,Grevillea,robusta 2,45,650,350,0.1487164,34.5604835,1456.2,4.68
2257,4138,cropland_agroforestry,59,1,Vihiga,Eucalyptus,robusta 1,90,1200,430,0.1662322,34.822316,1535.5,4.56
2258,4122,cropland_agroforestry,59,1,Vihiga,Eucalyptus,globulus,5,230,100,0.1663888,34.8222128,1559,4.8
2259,4132,cropland_agroforestry,59,1,Vihiga,Eucalyptus,robusta 1,65,1300,230,0.1664149,34.8222746,1535.8,4.2
2260,4124,cropland_agroforestry,59,1,Vihiga,Eucalyptus,robusta 1,60,950,400,0.1664972,34.8220246,1540,4.66
2261,4136,cropland_agroforestry,59,1,Vihiga,Eucalyptus,robusta 1,40,1100,300,0.1664973,34.8223313,1535.7,4.933
2262,4141,cropland_agroforestry,59,1,Vihiga,Musa,acuminata,40,220,100,0.1666765,34.8223972,1558.7,4.46
2263,4126,cropland_agroforestry,59,1,Vihiga,Grevillea,robusta 2,18,900,300,0.1666984,34.8221894,1551.4,4.86
2264,4137,cropland_agroforestry,59,1,Vihiga,Musa,acuminata,30,550,300,0.1667245,34.8223036,1552.3,4.92
2265,4139,cropland_agroforestry,59,1,Vihiga,Musa,acuminata,40,220,100,0.1667325,34.8223725,1559.3,4.1
2266,4131,cropland_agroforestry,59,1,Vihiga,Grevillea,robusta 2,40,900,350,0.1667585,34.8222288,1552.9,3.95
2267,4135,cropland_agroforestry,59,1,Vihiga,Musa,acuminata,17,500,250,0.1667733,34.8222767,1552.9,4.4
2268,3677,cropland_agroforestry,53,1,Siaya,Musa,acuminata,35,400,120,0.1705523,34.3806679,1279.6,5
2269,3692,cropland_agroforestry,52,1,Siaya,Musa,acuminata,20,400,120,0.170584,34.3817601,1283.8,4.76
2270,3695,cropland_agroforestry,52,1,Siaya,Eucalyptus,robusta 1,20,700,100,0.1705953,34.3817452,1290.5,4.75
2271,3691,cropland_agroforestry,52,1,Siaya,Musa,acuminata,19,420,150,0.1706151,34.3818151,1284,4.96
2272,3690,cropland_agroforestry,52,1,Siaya,Eucalyptus,robusta 1,80,900,40,0.1706683,34.3818109,1295.4,3.64
2273,3685,cropland_agroforestry,52,1,Siaya,Eucalyptus,robusta 1,35,900,280,0.1707513,34.3817041,1283.7,4.9
2274,3696,cropland_agroforestry,53,1,Siaya,Grevillea,robusta 2,18,560,80,0.1708661,34.3813249,1363.8,4.933
2275,3688,cropland_agroforestry,53,1,Siaya,Grevillea,robusta 2,32,780,200,0.1708732,34.3813322,1364,4.966
2276,3679,cropland_agroforestry,53,1,Siaya,Grevillea,robusta 2,26,730,180,0.1708878,34.381321,1364.3,5
2277,3684,cropland_agroforestry,53,1,Siaya,Grevillea,robusta 2,20,600,120,0.1709434,34.3813829,1364,4.816
2278,4188,cropland_agroforestry,67,1,Kakamega,Eucalyptus,robusta 1,40,650,400,0.1833795,34.7698166,1516.4,4.933
2279,4184,cropland_agroforestry,67,1,Kakamega,Eucalyptus,robusta 1,60,1400,25,0.1834333,34.7698683,1550.9,4.2
2280,4181,cropland_agroforestry,67,1,Kakamega,Eucalyptus,robusta 1,60,1400,100,0.1834582,34.769962,1550.8,4.65
2281,4185,cropland_agroforestry,67,1,Kakamega,Eucalyptus,robusta 1,50,1200,400,0.1835438,34.7697668,1516.3,4.92
2282,4178,cropland_agroforestry,67,1,Kakamega,Grevillea,robusta 2,80,1000,200,0.1835517,34.769695,1551.6,4.7
2283,4151,cropland_agroforestry,67,1,Kakamega,Eucalyptus,robusta 1,20,510,110,0.1837009,34.7692336,1514.9,5
2284,4165,cropland_agroforestry,67,1,Kakamega,Eucalyptus,robusta 1,50,1000,200,0.1837256,34.7695022,1552,4.15
2285,4154,cropland_agroforestry,67,1,Kakamega,Eucalyptus,robusta 1,30,800,250,0.1837562,34.7693719,1516.7,4.8
2286,4167,cropland_agroforestry,67,1,Kakamega,Grevillea,robusta 2,8,230,70,0.1838683,34.76937,1517,4.9
2287,4176,cropland_agroforestry,67,1,Kakamega,Grevillea,robusta 2,19,460,130,0.1840483,34.7689383,1549.9,4.8
2288,4163,cropland_agroforestry,67,1,Kakamega,Musa,acuminata,28,500,180,0.1840838,34.7689218,1549.7,4.65
2289,4316,pasture_agroforestry,63,1,Kakamega,Eucalyptus,robusta 1,65,1050,450,0.296044,34.497528,1256.5,4.54
2290,4313,pasture_agroforestry,63,1,Kakamega,Grevillea,robusta 2,35,800,400,0.2964119,34.4977153,1270.2,4.8
2291,4308,pasture_agroforestry,63,1,Kakamega,Eucalyptus,robusta 1,70,1100,600,0.2964797,34.4977759,1269.3,4.366
2292,4277,pasture_agroforestry,63,1,Kakamega,Eucalyptus,robusta 1,25,650,250,0.2965888,34.4970392,1256.1,4.84
2293,4304,pasture_agroforestry,63,1,Kakamega,Grevillea,robusta 2,20,700,250,0.2968182,34.4978887,1268.8,4.766
2294,4584,pasture_agroforestry,63,1,Kakamega,Acacia,sieberiana,32,650,450,0.2968583,34.4974267,1256.1,4.9
2295,4585,pasture_agroforestry,63,1,Kakamega,Acacia,ataxacantha,35,650,350,0.2969396,34.4973122,1256.3,4.933
2296,4661,pasture_agroforestry,63,1,Kakamega,Acacia,ataxacantha,45,820,550,0.2969681,34.4972706,1256.3,4.52
2297,4327,pasture_agroforestry,63,1,Kakamega,Grevillea,robusta 2,15,650,400,0.2970564,34.4977503,1269.5,4.46
2298,4326,pasture_agroforestry,63,1,Kakamega,Grevillea,robusta 2,15,700,100,0.2971117,34.497289,1281,4.35
2299,4276,pasture_agroforestry,63,1,Kakamega,Grevillea,robusta 2,13,420,100,0.2971549,34.4975689,1271.5,4.783
2300,4286,pasture_agroforestry,63,1,Kakamega,Eucalyptus,globulus,8,460,300,0.297165,34.4974483,1284,4.6
2301,4284,pasture_agroforestry,63,1,Kakamega,Grevillea,robusta 2,8,400,100,0.2971678,34.4975407,1273.7,4.633
2302,4289,pasture_agroforestry,63,1,Kakamega,Eucalyptus,robusta 1,6,430,100,0.297184,34.4974033,1283.7,4.6
2303,4306,pasture_agroforestry,63,1,Kakamega,Eucalyptus,globulus,5,200,100,0.2972585,34.49728,1282.5,4.52
2304,4311,pasture_agroforestry,63,1,Kakamega,Eucalyptus,globulus,10,600,300,0.297265,34.4972667,1282.6,4.6
2305,4296,pasture_agroforestry,63,1,Kakamega,Eucalyptus,robusta 1,10,700,100,0.2972735,34.4974127,1283.7,4.68
