sn,FID,agf,plotID,transect,County,genus,species,dbh,height,canopyd,latitude,longitude,altitude,accuracy
1,663,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,globlus,200,4100,2100,-1.6345484,37.4446068,1853.4,4.88
2,643,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,globlus,80,100,100,-1.6345225,37.444575,1837.9,4.84
3,649,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,globlus,90,2600,400,-1.6345211,37.4447203,1809.5,4.66
4,665,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,globlus,150,3900,1900,-1.6345139,37.444564,1853.4,4.9
5,652,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,globlus,30,2000,300,-1.6345059,37.4446974,1809.4,5
6,670,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,globlus,120,4200,300,-1.6344953,37.4449624,1636.3,4.74
7,634,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,citriodora,34,2700,300,-1.6344791,37.4447176,1809.2,4
8,635,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,citriodora,120,100,150,-1.6344772,37.4448241,1837.2,4.9
9,660,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,globlus,220,4700,2100,-1.6344323,37.4444475,1853.5,4.56
10,636,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,citriodora,110,100,100,-1.6343986,37.4446166,1854.2,4.75
11,655,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,globlus,320,4700,2000,-1.6343755,37.4445614,1853.6,4.933
12,662,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,globlus,210,4200,850,-1.6343743,37.4445525,1853.4,4.783
13,688,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,theodore,21,2200,320,-1.6343699,37.4445271,1852.6,4.883
14,637,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,citriodora,45,100,100,-1.6343569,37.444916,1863.6,4.85
15,666,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,globlus,75,3200,1100,-1.6343556,37.4445861,1865.5,4.5
16,687,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,theodore,30,1700,450,-1.6343221,37.4445334,1865.9,4.816
17,667,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,globlus,35,2300,400,-1.6343001,37.444459,1865.6,4.66
18,654,natural_forest_agroforestry,81,4,Makueni,Eucalyptus,globlus,210,3500,1500,-1.6342532,37.4442272,1867.2,4.9
19,5022,natural_forest_agroforestry,0,3,Tana River,Acacia,melifera,42,800,540,-1.5937236,39.1175593,244.942,3.9
20,5004,natural_forest_agroforestry,0,3,Tana River,Acacia,melifera,42,730,380,-1.5935916,39.1174116,238.25,3.9
21,4991,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,35,420,310,-1.5588825,39.2566121,203.351,1.631
22,6046,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,48,800,600,-1.5588389,39.2562564,190.497,3.9
23,4960,natural_forest_agroforestry,1,3,Tana River,Acacia,nilotica,12,260,420,-1.5582842,39.2570199,194.984,1.64
24,4964,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,40,400,600,-1.5582688,39.257217,229.107,1.057
25,4951,natural_forest_agroforestry,1,3,Tana River,Acacia,melifera,24,260,240,-1.5582173,39.2570442,182.201,3.882
26,4948,natural_forest_agroforestry,1,3,Tana River,Acacia,melifera,22,310,290,-1.5582128,39.2570488,182.198,1.752
27,4953,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,300,200,300,-1.5581907,39.257254,86.085,1.526
28,4978,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,40,380,330,-1.558175,39.2568822,223.418,3.9
29,4975,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,45,450,430,-1.5581712,39.2568863,223.452,3.9
30,4972,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,50,350,300,-1.5581674,39.2568897,223.66,3.9
31,4968,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,65,650,600,-1.5581643,39.2568925,223.886,3.9
32,4955,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,60,230,150,-1.5581242,39.2569425,222.561,3.9
33,4981,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,80,350,530,-1.5581114,39.2569573,223.216,3.9
34,4949,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,40,130,180,-1.5581043,39.2571519,206.465,3.9
35,4982,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,35,450,20,-1.5579626,39.2561206,240.793,3.509
36,4976,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,8,250,100,-1.5578354,39.2566578,161.363,2.305
37,4966,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,8,220,100,-1.5577768,39.2565574,198.22,3.074
38,4952,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,5,200,100,-1.5577716,39.2567559,193.467,2.15
39,4969,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,10,380,100,-1.5577259,39.2566779,215.214,3.229
40,4962,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,30,420,25,-1.5576782,39.2563389,187.045,2.243
41,4957,natural_forest_agroforestry,1,3,Tana River,Acacia,tortilis,30,420,80,-1.5575821,39.2566181,164.668,2.202
42,256,pasture_agroforestry,100,4,Makueni,Acacia,xanthophloea,25,1800,25,-1.546936,37.4679699,1340.4,4.88
43,259,pasture_agroforestry,100,4,Makueni,Acacia,xanthophloea,12,100,200,-1.546815,37.468125,1838.4,3.6
44,258,pasture_agroforestry,100,4,Makueni,Acacia,xanthophloea,15,100,100,-1.5467829,37.4679805,1319.3,3.88
45,80,pasture_agroforestry,100,4,Makueni,Acacia,tortilis,15,100,120,-1.5467696,37.4679393,1320,4.58
46,250,pasture_agroforestry,100,4,Makueni,Acacia,xanthophloea,125,1350,1150,-1.5466296,37.4685368,1308,4.62
47,79,pasture_agroforestry,100,4,Makueni,Acacia,tortilis,16,100,150,-1.5465737,37.4679378,1305.9,4.5
48,252,pasture_agroforestry,100,4,Makueni,Acacia,xanthophloea,80,1000,1800,-1.5465113,37.4682964,1312.7,4.883
49,254,pasture_agroforestry,100,4,Makueni,Acacia,xanthophloea,30,1200,200,-1.5465081,37.4681136,1340.6,4.52
50,251,pasture_agroforestry,100,4,Makueni,Acacia,xanthophloea,120,1300,1200,-1.5464965,37.4684921,1308,4.8
51,253,pasture_agroforestry,100,4,Makueni,Acacia,xanthophloea,40,1000,1500,-1.5463669,37.4682375,1313,4.72
52,257,pasture_agroforestry,100,4,Makueni,Acacia,xanthophloea,20,500,500,-1.546325,37.468122,1313.3,4.94
53,249,pasture_agroforestry,100,4,Makueni,Acacia,xanthophloea,320,1000,800,-1.5463176,37.468158,1313.1,4.68
54,255,pasture_agroforestry,100,4,Makueni,Acacia,xanthophloea,25,900,600,-1.5462954,37.468106,1312.3,4.933
55,729,cropland_agroforestry,99,4,Machakos,Grevillea,robusta,9,100,100,-1.4811412,37.3147859,1830.7,4.26
56,681,cropland_agroforestry,99,4,Machakos,Eucalyptus,robusta,32,520,350,-1.481092,37.3152456,1883.6,4.933
57,686,cropland_agroforestry,99,4,Machakos,Eucalyptus,robusta,25,200,100,-1.4808494,37.3153339,1845.1,4.85
58,679,cropland_agroforestry,99,4,Machakos,Eucalyptus,robusta,15,200,100,-1.4808006,37.3153743,1844.4,4.76
59,685,cropland_agroforestry,99,4,Machakos,Eucalyptus,robusta,15,500,100,-1.4807936,37.314601,1838.3,4.9
60,683,cropland_agroforestry,99,4,Machakos,Eucalyptus,robusta,30,600,100,-1.4806994,37.3143584,1839.9,4.5
61,682,cropland_agroforestry,99,4,Machakos,Eucalyptus,robusta,8,320,210,-1.4806966,37.3153556,1860.3,4.86
62,713,cropland_agroforestry,99,4,Machakos,Grevillea,robusta,50,1000,100,-1.4806805,37.314458,1837.7,4.92
63,684,cropland_agroforestry,99,4,Machakos,Eucalyptus,robusta,15,500,100,-1.4806183,37.3144831,1837.9,4.52
64,712,cropland_agroforestry,99,4,Machakos,Grevillea,robusta,60,700,100,-1.480595,37.3145217,1839.2,4.7
65,714,cropland_agroforestry,99,4,Machakos,Grevillea,robusta,40,700,100,-1.480595,37.314522,1839.2,3.12
66,680,cropland_agroforestry,99,4,Machakos,Eucalyptus,robusta,15,300,100,-1.4804408,37.3153667,1839.7,4.9
67,4899,natural_forest_agroforestry,2,3,Tana River,Acacia,tortilis,60,600,600,-1.4796856,39.6849644,64.751,3.9
68,4907,natural_forest_agroforestry,2,3,Tana River,Acacia,tortilis,100,800,900,-1.4796614,39.6848831,101.495,3.9
69,4902,natural_forest_agroforestry,2,3,Tana River,Acacia,tortilis,80,850,700,-1.4796534,39.6849262,103.672,3.9
70,4932,natural_forest_agroforestry,2,3,Tana River,Acacia,tortilis,8,320,130,-1.4796025,39.6851778,93.351,2.017
71,4906,natural_forest_agroforestry,2,3,Tana River,Acacia,tortilis,110,1250,1210,-1.4795437,39.6848078,91.235,0.868
72,4914,natural_forest_agroforestry,2,3,Tana River,Acacia,tortilis,50,400,400,-1.4792305,39.6845667,104.004,3.9
73,4915,natural_forest_agroforestry,2,3,Tana River,Acacia,tortilis,28,360,280,-1.4792051,39.6844169,103.771,0.895
74,4919,natural_forest_agroforestry,2,3,Tana River,Acacia,tortilis,18,210,180,-1.4791932,39.684426,103.795,0.751
75,4921,natural_forest_agroforestry,2,3,Tana River,Acacia,tortilis,40,230,150,-1.4790641,39.6846602,101.254,3.9
76,4922,natural_forest_agroforestry,2,3,Tana River,Acacia,tortilis,39,410,320,-1.4789709,39.6845911,100.314,1.134
77,6646,pasture_agroforestry,161,2,Narok,Acacia,xanthophloea,80,1200,530,-1.3323291,35.9869987,1514.6,4.96
78,6064,pasture_agroforestry,161,2,Narok,Acacia,mellifera,12,500,100,-1.332244,35.9873816,1518,4.8
79,6075,pasture_agroforestry,161,2,Narok,Acacia,nilotica,15,200,100,-1.3320546,35.9873698,1518.1,4.54
80,6640,pasture_agroforestry,161,2,Narok,Acacia,xanthophloea,90,850,400,-1.3320229,35.9868321,1514.4,4.8
81,6063,pasture_agroforestry,161,2,Narok,Acacia,mellifera,20,210,100,-1.3317379,35.987292,1518.1,4.12
82,6071,pasture_agroforestry,161,2,Narok,Acacia,mellifera,35,250,120,-1.3316612,35.9873658,1517.8,4
83,28,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,12,350,100,-1.3239185,37.2187507,1524.1,4.44
84,31,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,8,200,80,-1.3238907,37.2190005,1524.3,4.66
85,240,pasture_agroforestry,80,4,Machakos,Acacia,nilotica,5,350,200,-1.3238683,37.218645,1524.3,4.8
86,239,pasture_agroforestry,80,4,Machakos,Acacia,nilotica,16,200,150,-1.3238659,37.21864,1524.3,4.44
87,37,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,5,110,30,-1.3238545,37.218699,1524.3,4.8
88,32,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,8,130,30,-1.3238435,37.2188285,1524.6,4.46
89,35,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,6,100,40,-1.3238344,37.2188125,1524.6,5
90,33,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,8,80,40,-1.3238267,37.2189186,1524.8,4.08
91,27,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,18,200,50,-1.3237657,37.2190058,1525,4.9
92,149,pasture_agroforestry,80,4,Machakos,Acacia,tortilis,8,170,100,-1.323762,37.2186882,1507.1,3.55
93,148,pasture_agroforestry,80,4,Machakos,Acacia,tortilis,10,200,80,-1.3237458,37.2187963,1506.8,4.48
94,36,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,6,120,20,-1.3237415,37.219134,1525.1,4.38
95,29,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,12,150,100,-1.3237057,37.2192198,1525.6,4.32
96,147,pasture_agroforestry,80,4,Machakos,Acacia,tortilis,15,180,100,-1.3236867,37.2188062,1507.7,3.88
97,238,pasture_agroforestry,80,4,Machakos,Acacia,nilotica,18,300,350,-1.323684,37.219225,1525,4.28
98,8,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,10,180,20,-1.3236747,37.2191933,1515.6,4.575
99,19,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,15,200,90,-1.3236678,37.2192086,1496.6,4.46
100,2,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,8,190,50,-1.3236617,37.2188967,1508.9,3.6
101,5,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,5,170,20,-1.3236567,37.218865,1508.9,4.2
102,6,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,5,100,20,-1.3236561,37.2188661,1508.9,4.575
103,9,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,8,100,20,-1.3236534,37.2192295,1514,4.7
104,1,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,10,190,20,-1.3236533,37.21923,1514,3.9
105,3,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,6,100,20,-1.3236422,37.2189837,1509.7,4.8
106,4,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,5,170,30,-1.3236353,37.2188445,1507.9,4.266
107,7,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,5,100,20,-1.3236121,37.2190311,1508.8,4.975
108,34,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,6,140,68,-1.3235879,37.219277,1505,4.875
109,16,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,15,100,80,-1.3235868,37.219122,1496.6,4.88
110,0,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,10,170,20,-1.3235867,37.2191217,1508,4.7
111,231,pasture_agroforestry,80,4,Machakos,Acacia,tortilis,75,450,600,-1.323549,37.2192492,1504.9,4.76
112,18,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,5,100,40,-1.3235423,37.2189404,1496.8,4.88
113,17,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,5,100,50,-1.3235189,37.2188164,1492,4.86
114,30,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,9,130,100,-1.3235,37.2192567,1505,4.8
115,24,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,50,100,70,-1.3234831,37.2192231,1505,4.86
116,22,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,50,180,150,-1.3234767,37.2189006,1504.8,4.32
117,21,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,80,135,120,-1.323475,37.218895,1504.8,4.8
118,26,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,30,130,100,-1.3234567,37.21903,1504.8,5
119,38,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,5,100,45,-1.3234552,37.2188091,1504.7,4.9
120,20,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,120,130,170,-1.3234433,37.219045,1504.8,4.7
121,232,pasture_agroforestry,80,4,Machakos,Acacia,tortilis,25,150,320,-1.323441,37.2187218,1504.7,4.8
122,23,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,50,150,80,-1.323437,37.2190854,1504.9,4.64
123,25,pasture_agroforestry,80,4,Machakos,Acacia,drepanolobium,35,110,150,-1.3234344,37.2190409,1504.8,4.84
124,6077,natural_forest_agroforestry,162,1,Narok,Acacia,nilotica,47,700,450,-1.2831034,35.9732266,1738.8,4.9
125,6108,natural_forest_agroforestry,162,1,Narok,Acacia,tortilis,25,220,320,-1.282999,35.9740508,1756.7,4.916
126,6079,natural_forest_agroforestry,162,1,Narok,Acacia,nilotica,6,230,300,-1.2828748,35.973511,1724.5,4.94
127,6078,natural_forest_agroforestry,162,1,Narok,Acacia,nilotica,30,250,300,-1.2828656,35.9738184,1744.3,4.96
128,6080,natural_forest_agroforestry,162,1,Narok,Acacia,nilotica,18,200,100,-1.2827945,35.9736373,1724.4,4.816
129,6081,natural_forest_agroforestry,162,1,Narok,Acacia,nilotica,30,350,300,-1.2827444,35.9737593,1744.2,4.9
130,6109,natural_forest_agroforestry,162,1,Narok,Acacia,tortilis,25,550,450,-1.2826459,35.9733686,1721.7,4.866
131,143,pasture_agroforestry,98,4,Machakos,Acacia,tortilis,100,700,250,-1.2805998,37.4691254,1211.4,4.94
132,97,pasture_agroforestry,98,4,Machakos,Acacia,tortilis,35,700,500,-1.2803024,37.4690851,1238.9,4.58
133,230,pasture_agroforestry,98,4,Machakos,Acacia,tortilis,32,430,480,-1.2801569,37.4694162,1206.1,4.94
134,186,pasture_agroforestry,98,4,Machakos,Acacia,tortilis,25,200,300,-1.2800868,37.4691585,1210.3,5
135,228,pasture_agroforestry,98,4,Machakos,Acacia,tortilis,48,410,530,-1.2800373,37.469167,1205.8,4.9
136,229,pasture_agroforestry,98,4,Machakos,Acacia,tortilis,40,600,620,-1.2800322,37.4692006,1205.8,4.7
137,144,pasture_agroforestry,98,4,Machakos,Acacia,tortilis,40,500,100,-1.2800263,37.4691299,1210.2,4.7
138,145,pasture_agroforestry,98,4,Machakos,Acacia,tortilis,35,450,100,-1.2799967,37.4691112,1210.1,3.98
139,227,pasture_agroforestry,98,4,Machakos,Acacia,tortilis,75,350,580,-1.2799911,37.4692152,1206.2,4.9
140,146,pasture_agroforestry,98,4,Machakos,Acacia,tortilis,30,650,100,-1.2799895,37.4692629,1209.3,4.9
141,6067,natural_forest_agroforestry,163,1,Narok,Acacia,drepanolobium,5,150,100,-1.1681595,35.9619236,1797.6,4.98
142,6066,natural_forest_agroforestry,163,1,Narok,Acacia,drepanolobium,18,230,80,-1.1680071,35.9624947,1797.1,4.76
143,6082,natural_forest_agroforestry,163,1,Narok,Acacia,nilotica,35,500,120,-1.1679274,35.9623671,1798.1,4.96
144,6070,natural_forest_agroforestry,163,1,Narok,Acacia,drepanolobium,25,300,330,-1.1679167,35.9625933,1790.6,4.2
145,6069,natural_forest_agroforestry,163,1,Narok,Acacia,drepanolobium,12,300,100,-1.1678625,35.9625265,1797.6,4.583
146,6068,natural_forest_agroforestry,163,1,Narok,Acacia,drepanolobium,6,110,60,-1.1677039,35.9627863,1797.3,4.98
147,6234,cropland_agroforestry,184,2,Migori,Musa,acuminata,45,420,300,-1.1538589,34.4445551,1418.7,4.84
148,6947,cropland_agroforestry,184,2,Migori,Eucalyptus,robusta,90,1600,550,-1.1538508,34.4448296,1457,4.933
149,6773,cropland_agroforestry,184,2,Migori,Grevillea,robusta,45,800,350,-1.1537798,34.4446684,1419.2,4.96
150,6945,cropland_agroforestry,184,2,Migori,Eucalyptus,robusta,20,600,210,-1.1537783,34.4447867,1450.8,4.6
151,6946,cropland_agroforestry,184,2,Migori,Eucalyptus,robusta,60,1300,200,-1.153778,34.4448317,1450.9,4.966
152,6701,cropland_agroforestry,184,2,Migori,Grevillea,robusta,60,800,300,-1.1537747,34.4444831,1430.6,4.933
153,7068,cropland_agroforestry,184,2,Migori,Eucalyptus,robusta,20,1000,100,-1.1537286,34.4445474,1430.4,4.916
154,6700,cropland_agroforestry,184,2,Migori,Grevillea,robusta,50,700,300,-1.1537024,34.4445774,1430.3,4.92
155,6772,cropland_agroforestry,184,2,Migori,Grevillea,robusta,60,930,450,-1.1536787,34.4447616,1418.6,4.94
156,6944,cropland_agroforestry,184,2,Migori,Eucalyptus,robusta,40,1400,600,-1.1536153,34.4450084,1450.6,4.84
157,6702,cropland_agroforestry,184,2,Migori,Grevillea,robusta,70,700,100,-1.1536127,34.444492,1431.5,4.44
158,6769,cropland_agroforestry,184,2,Migori,Grevillea,robusta,58,1000,350,-1.1535604,34.4448189,1418.8,4.966
159,711,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,40,1200,100,-1.1495481,37.4423216,1232.8,5
160,723,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,42,1600,120,-1.1495228,37.4420949,1219.4,5
161,930,cropland_agroforestry,97,4,Machakos,Musa,acuminata,16,130,85,-1.1495065,37.4422499,1219.9,4.9
162,931,cropland_agroforestry,97,4,Machakos,Musa,acuminata,80,100,85,-1.1494965,37.4421075,1219.4,4.98
163,932,cropland_agroforestry,97,4,Machakos,Musa,acuminata,20,180,85,-1.1494863,37.4421586,1220,4.9
164,707,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,60,1700,100,-1.1494194,37.4423788,1236.7,4.966
165,929,cropland_agroforestry,97,4,Machakos,Musa,acuminata,120,100,100,-1.1494121,37.4423109,1240.4,5
166,732,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,20,400,100,-1.1494111,37.442303,1240.6,4.92
167,733,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,18,400,50,-1.1493712,37.4423272,1240.5,4.48
168,933,cropland_agroforestry,97,4,Machakos,Musa,acuminata,20,340,300,-1.1493142,37.442435,1220.3,5
169,724,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,30,1600,220,-1.1492852,37.4424442,1220.3,4.98
170,734,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,18,200,100,-1.149259,37.4423975,1239.9,4.84
171,725,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,65,1350,450,-1.1491898,37.4423652,1264.6,4.95
172,934,cropland_agroforestry,97,4,Machakos,Musa,acuminata,18,320,240,-1.1491499,37.442467,1221.1,4.76
173,709,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,50,1500,100,-1.1491404,37.4425615,1246.9,4.5
174,708,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,60,1600,300,-1.1491373,37.4425341,1248.5,3.8
175,722,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,47,1700,400,-1.1490628,37.4425105,1221.1,4.933
176,731,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,28,1200,200,-1.1490476,37.4424688,1272.5,4.68
177,730,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,30,100,120,-1.1490437,37.4422752,1294.5,4.92
178,710,cropland_agroforestry,97,4,Machakos,Grevillea,robusta,50,1500,300,-1.1490089,37.4425152,1246.7,4.18
179,6104,pasture_agroforestry,164,1,Narok,Acacia,nilotica,40,220,230,-1.1072233,35.89425,1925.1,5
180,6642,pasture_agroforestry,164,1,Narok,Acacia,xanthophloea,55,500,400,-1.1071517,35.894165,1929,4.4
181,6102,pasture_agroforestry,164,1,Narok,Acacia,nilotica,30,220,200,-1.1071307,35.8944133,1925.1,4.9
182,6073,pasture_agroforestry,164,1,Narok,Acacia,nilotica,45,400,400,-1.1071136,35.8941485,1925.1,4.56
183,6072,pasture_agroforestry,164,1,Narok,Acacia,nilotica,10,240,100,-1.1070339,35.8936283,1927.3,4.62
184,6099,pasture_agroforestry,164,1,Narok,Acacia,nilotica,50,350,350,-1.106895,35.8943683,1924.7,4.4
185,6641,pasture_agroforestry,164,1,Narok,Acacia,xanthophloea,55,500,450,-1.1068937,35.8942983,1924.9,4.38
186,6103,pasture_agroforestry,164,1,Narok,Acacia,nilotica,24,520,230,-1.1068717,35.893545,1920.9,4
187,6100,pasture_agroforestry,164,1,Narok,Acacia,nilotica,40,640,400,-1.1068377,35.8935086,1918.5,4.52
188,6101,pasture_agroforestry,164,1,Narok,Acacia,nilotica,8,220,100,-1.1068245,35.8936316,1927.3,4.92
189,6074,pasture_agroforestry,164,1,Narok,Acacia,nilotica,25,250,350,-1.1068207,35.893873,1942.5,4.72
190,6065,pasture_agroforestry,164,1,Narok,Acacia,nilotica,35,650,850,-1.1067244,35.893692,1941.8,4.42
191,6076,pasture_agroforestry,164,1,Narok,Acacia,nilotica,50,300,20,-1.106719,35.8934979,1927.1,4.983
192,6094,pasture_agroforestry,164,1,Narok,Acacia,nilotica,21,350,220,-1.10668,35.8935067,1917.3,4.3
193,6096,pasture_agroforestry,164,1,Narok,Acacia,nilotica,38,600,700,-1.1066786,35.8935183,1917,4.3
194,6092,pasture_agroforestry,164,1,Narok,Acacia,nilotica,30,250,80,-1.1066129,35.8934818,1927.1,4.82
195,6089,pasture_agroforestry,164,1,Narok,Acacia,nilotica,54,580,630,-1.1065422,35.8933134,1918.5,3.76
196,6091,pasture_agroforestry,164,1,Narok,Acacia,nilotica,20,200,80,-1.106533,35.8936483,1927,4.5
197,6634,pasture_agroforestry,164,1,Narok,Acacia,xanthophloea,68,860,500,-1.1064796,35.8933223,1918.4,4.6
198,6083,pasture_agroforestry,164,1,Narok,Acacia,nilotica,35,630,470,-1.1064183,35.8932667,1917.2,4.9
199,6090,pasture_agroforestry,164,1,Narok,Acacia,nilotica,30,250,18,-1.1064165,35.8935058,1926.9,4.9
200,6088,pasture_agroforestry,164,1,Narok,Acacia,nilotica,30,300,20,-1.1063707,35.8935322,1926.8,4.9
201,6087,pasture_agroforestry,164,1,Narok,Acacia,nilotica,35,300,80,-1.1062844,35.8935713,1926.7,4.975
202,6098,pasture_agroforestry,164,1,Narok,Acacia,nilotica,40,250,200,-1.1062732,35.8942293,1923.6,4.95
203,6086,pasture_agroforestry,164,1,Narok,Acacia,nilotica,30,250,22,-1.1061866,35.8936952,1926.6,4.96
204,6085,pasture_agroforestry,164,1,Narok,Acacia,nilotica,40,250,100,-1.1061543,35.8937081,1926.5,4.9
205,6097,pasture_agroforestry,164,1,Narok,Acacia,nilotica,35,250,220,-1.1060904,35.8940999,1923.7,4.76
206,6093,pasture_agroforestry,164,1,Narok,Acacia,nilotica,40,220,330,-1.1059399,35.8937633,1923.4,4.98
207,6084,pasture_agroforestry,164,1,Narok,Acacia,nilotica,35,300,100,-1.1059267,35.893565,1926.5,5
208,6095,pasture_agroforestry,164,1,Narok,Acacia,nilotica,40,230,230,-1.1058516,35.8939049,1923.2,4.94
209,2229,cropland_agroforestry,157,4,Murang'a,Grevillea,robusta,10,550,150,-1.0707433,37.3545467,1326,4.366
210,2225,cropland_agroforestry,157,4,Murang'a,Grevillea,robusta,90,1000,400,-1.0706926,37.3544582,1324.4,3.75
211,1496,cropland_agroforestry,157,4,Murang'a,Musa,acuminata,25,350,200,-1.0706637,37.3546316,1326.3,3.34
212,1495,cropland_agroforestry,151,4,Murang'a,Musa,acuminata,15,250,170,-1.0706607,37.3546395,1326.7,4.683
213,1494,cropland_agroforestry,157,4,Murang'a,Musa,acuminata,30,250,150,-1.0706396,37.3546963,1326,3.166
214,2637,cropland_agroforestry,157,4,Murang'a,Grevillea,robusta,68,1200,540,-1.0705872,37.3549443,1322.5,4.966
215,1493,cropland_agroforestry,157,4,Murang'a,Musa,acuminata,30,350,200,-1.0705727,37.3547487,1326,3.95
216,2226,cropland_agroforestry,157,4,Murang'a,Grevillea,robusta,80,1100,250,-1.0705201,37.3546217,1326.1,2.4
217,1491,cropland_agroforestry,157,4,Murang'a,Musa,acuminata,35,150,100,-1.0704587,37.3547932,1327,3.26
218,1490,cropland_agroforestry,157,4,Murang'a,Musa,acuminata,20,100,120,-1.0704502,37.35476,1326.6,2.8
219,2227,cropland_agroforestry,157,4,Murang'a,Grevillea,robusta,80,1000,400,-1.0704356,37.3546674,1326,2.675
220,1492,cropland_agroforestry,157,4,Murang'a,Musa,acuminata,20,300,200,-1.0704297,37.354855,1327.2,3.566
221,2413,cropland_agroforestry,157,4,Murang'a,Grevillea,robusta,10,350,220,-1.070427,37.354337,1326.8,4.44
222,2228,cropland_agroforestry,157,4,Murang'a,Grevillea,robusta,90,1000,500,-1.0703821,37.3547674,1326.2,3.6
223,2414,cropland_agroforestry,157,4,Murang'a,Grevillea,robusta,12,440,130,-1.070363,37.3543371,1327,4.78
224,2418,cropland_agroforestry,157,4,Murang'a,Grevillea,robusta,70,950,650,-1.0703478,37.3547627,1326.7,4.56
