FID,agf,plotID,transect,County,genus,species,dbh,height,canopyd,latitude,longitude,altitude,accuracy,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,NDVI,EVI,NDWI,RDVI,NDVI_red_edge,mNDVI_red_edge,MSR_red_edge,CI_red_edge,MSI,LSWI,MTCI,IRECI,PSRI,NDVIA,TCARI,MCARI,TVI,SAVI,Temp_mean,Temp_max,Temp_min,Temp_skew,Temp_kurtosis,Elevation_x,Precip_mean,Precip_max,Precip_min,Precip_skew,Precip_kurtosis,Elevation_y,Slope,Aspect,Hill_shade
3335,pasture_agroforestry,45,1,Kisumu,Acacia,nilotica,5,165,100,-0.14726,35.0323867,1190.3,4.7,2349,1545,521,876,718,1226,2336,2594,2953,2859,2875,0.608825933,1.665672977,0.113919276,1.37664865,0.261316872,-0.314125874,3.11281337,1.408646003,1.257130694,0.313028012,2.18503937,3.572834646,0.084332192,0.533158397,0.336643836,0.299347471,0.608825933,0.608743021,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927409947,180,180
3336,pasture_agroforestry,45,1,Kisumu,Acacia,nilotica,5,100,20,-0.147244,35.0324338,1190.4,4.816,2349,1545,521,876,718,1226,2336,2594,2953,2859,2875,0.608825933,1.665672977,0.113919276,1.37664865,0.261316872,-0.314125874,3.11281337,1.408646003,1.257130694,0.313028012,2.18503937,3.572834646,0.084332192,0.533158397,0.336643836,0.299347471,0.608825933,0.608743021,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927409947,180,180
3326,pasture_agroforestry,45,1,Kisumu,Acacia,nilotica,15,100,90,-0.1472161,35.0329108,1169.2,4.933,2096,1197,417,639,524,1037,2195,2556,2527,2804,2919,0.656506064,1.967970132,0.093229505,1.584142341,0.32863549,-0.338014682,3.822519084,1.43683703,1.205629771,0.357142857,2.257309942,3.46588694,0.048747153,0.577566321,0.375307517,0.37512054,0.656506064,0.656398493,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927409947,0,180
3309,pasture_agroforestry,45,1,Kisumu,Acacia,mearnsii,40,800,450,-0.1471984,35.032461,1208.8,5,2275,1402,558,830,706,1188,2314,2731,2796,2946,2875,0.596801828,1.834620787,0.102741077,1.329186326,0.254487856,-0.313889691,2.960339943,1.353535354,1.229010989,0.332062887,2.336099585,3.643153527,0.063958513,0.514778325,0.347623163,0.2996633,0.596801828,0.596716631,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927409947,180,180
3319,pasture_agroforestry,45,1,Kisumu,Acacia,nilotica,20,200,200,-0.1471788,35.0325837,1168,4.78,2220,1300,435,680,484,1163,2372,2770,2783,3030,2875,0.703703704,2.369614512,0.112532481,1.828275852,0.412264724,-0.312444576,4.75,1.392949269,1.253603604,0.363213324,1.780559647,2.852724595,0.020657673,0.621015667,0.350505902,0.458641445,0.703703704,0.703596021,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0,0,180
3321,pasture_agroforestry,45,1,Kisumu,Acacia,nilotica,20,100,60,-0.1471566,35.0327397,1167.9,4.38,2066,1152,433,661,502,1041,2394,2806,2721,3079,2875,0.688488985,2.231047657,0.136828912,1.744517341,0.349319507,-0.329900225,4.420318725,1.613832853,1.317037754,0.405112316,2.510204082,3.638218924,0.028822055,0.606947484,0.407101086,0.400960615,0.688488985,0.688382193,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0,0,180
3325,pasture_agroforestry,45,1,Kisumu,Acacia,nilotica,5,130,100,-0.1471504,35.03251,1190.3,5,2220,1300,552,872,751,1163,2372,2770,2862,3030,2875,0.584278993,1.634406937,0.126328217,1.28154625,0.215256008,-0.312444576,2.810918775,1.460877042,1.289189189,0.375300336,2.934466019,4.417475728,0.083895447,0.506842737,0.37301855,0.249183147,0.584278993,0.584198146,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927409947,180,180
3322,pasture_agroforestry,45,1,Kisumu,Acacia,nilotica,5,180,100,-0.1471446,35.0327513,1191.2,4.7,2066,1152,433,661,502,1041,2394,2806,2721,3079,2875,0.688488985,2.231047657,0.136828912,1.744517341,0.349319507,-0.329900225,4.420318725,1.613832853,1.317037754,0.405112316,2.510204082,3.638218924,0.028822055,0.606947484,0.407101086,0.400960615,0.688488985,0.688382193,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0,0,180
3324,pasture_agroforestry,45,1,Kisumu,Acacia,nilotica,8,200,100,-0.1471377,35.0326963,1190.8,4.5,2066,1152,398,638,444,1041,2394,2806,2710,3079,2875,0.718452758,2.370292887,0.134840871,1.91486242,0.402020202,-0.329900225,5.103603604,1.60326609,1.311713456,0.403417918,2.266331658,3.343383585,0.019214703,0.63795045,0.402255639,0.449951969,0.718452758,0.718338881,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0,0,180
3332,pasture_agroforestry,45,1,Kisumu,Acacia,nilotica,5,100,100,-0.1471261,35.0324343,1190.3,4.8,2220,1300,552,872,751,1163,2372,2770,2862,3030,2875,0.584278993,1.634406937,0.126328217,1.28154625,0.215256008,-0.312444576,2.810918775,1.460877042,1.289189189,0.375300336,2.934466019,4.417475728,0.083895447,0.506842737,0.37301855,0.249183147,0.584278993,0.584198146,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927409947,180,180
3313,pasture_agroforestry,45,1,Kisumu,Eucalyptus,robusta 1,70,950,430,-0.1471178,35.0328319,1168.5,4.68,2085,1133,422,652,498,1027,2263,2678,2720,2996,2919,0.690490988,2.183569182,0.132154006,1.755239418,0.346885246,-0.339974293,4.46184739,1.64849075,1.304556355,0.411886841,2.336483932,3.480151229,0.033583738,0.61043956,0.390190013,0.397273612,0.690490988,0.690383719,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927409947,0,180
3328,pasture_agroforestry,45,1,Kisumu,Acacia,nilotica,7,180,100,-0.1471153,35.0324942,1190.4,4.74,2220,1300,552,872,751,1163,2372,2770,2862,3030,2875,0.584278993,1.634406937,0.126328217,1.28154625,0.215256008,-0.312444576,2.810918775,1.460877042,1.289189189,0.375300336,2.934466019,4.417475728,0.083895447,0.506842737,0.37301855,0.249183147,0.584278993,0.584198146,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927409947,180,180
3323,pasture_agroforestry,45,1,Kisumu,Acacia,nilotica,40,350,220,-0.1471103,35.0328018,1169.3,4.7,2085,1133,422,652,498,1027,2263,2678,2720,2996,2919,0.690490988,2.183569182,0.132154006,1.755239418,0.346885246,-0.339974293,4.46184739,1.64849075,1.304556355,0.411886841,2.336483932,3.480151229,0.033583738,0.61043956,0.390190013,0.397273612,0.690490988,0.690383719,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0,0,180
3312,pasture_agroforestry,45,1,Kisumu,Acacia,mearnsii,12,150,100,-0.1470175,35.0324933,1209,4.92,2269,1475,491,723,621,1258,2374,2709,2464,2858,2669,0.597406807,1.836755033,0.041200085,1.331533051,0.339010112,-0.286645875,2.967793881,0.958664547,1.085940943,0.251078954,1.751962323,2.956043956,0.054759899,0.515380313,0.322409436,0.384419714,0.597406807,0.597309998,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927409947,180,180
3310,pasture_agroforestry,45,1,Kisumu,Eucalyptus,robusta 1,8,650,200,-0.1470127,35.0325123,1209,4.866,2269,1475,491,723,621,1258,2374,2709,2464,2858,2669,0.597406807,1.836755033,0.041200085,1.331533051,0.339010112,-0.286645875,2.967793881,0.958664547,1.085940943,0.251078954,1.751962323,2.956043956,0.054759899,0.515380313,0.322409436,0.384419714,0.597406807,0.597309998,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927409947,180,180
3317,pasture_agroforestry,45,1,Kisumu,Grevillea,robusta 2,45,700,330,-0.1469553,35.0329093,1170,4.916,2175,1192,399,618,511,1142,2409,2809,2523,3061,2879,0.663150956,1.936477382,0.074074074,1.615882353,0.381730188,-0.311425987,3.937377691,1.209281961,1.16,0.358277254,2.00792393,3.185419968,0.04649232,0.586076318,0.368368618,0.422416813,0.663150956,0.663041687,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1198,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1198,1.311443329,45.00009537,177
3315,pasture_agroforestry,45,1,Kisumu,Eucalyptus,robusta 1,40,650,200,-0.1469202,35.0328087,1169.8,4.78,2242,1235,450,735,578,1150,2512,2921,2974,3236,2669,0.67454955,1.952411995,0.140337423,1.672193057,0.331018519,-0.321933962,4.14532872,1.586086957,1.326494202,0.413162271,2.381118881,3.604895105,0.050955414,0.59870065,0.388216561,0.375652174,0.67454955,0.674454609,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927412987,90,177
3316,pasture_agroforestry,45,1,Kisumu,Eucalyptus,robusta 1,30,530,250,-0.1468903,35.0328365,1170,4.72,2175,1192,439,690,536,1142,2409,2809,2858,3061,2879,0.684148497,2.086253369,0.135704351,1.72156689,0.361144219,-0.311425987,4.332089552,1.50262697,1.314022989,0.411358025,2.090759076,3.250825083,0.04026567,0.605791808,0.370444168,0.407530648,0.684148497,0.684047724,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1198,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1198,1.311443329,45.00009537,177
3318,pasture_agroforestry,45,1,Kisumu,Grevillea,robusta 2,20,430,110,-0.1468902,35.032703,1170,4.92,2242,1235,449,740,578,1150,2512,2921,2832,3236,2669,0.660997067,1.920913584,0.11627907,1.605509217,0.331018519,-0.321933962,3.899653979,1.462608696,1.263157895,0.392672732,2.381118881,3.606643357,0.051353503,0.584089142,0.388216561,0.375478261,0.660997067,0.660900161,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927412987,90,177
3320,pasture_agroforestry,45,1,Kisumu,Acacia,nilotica,40,350,450,-0.1468841,35.032617,1208.8,5,2269,1475,490,794,604,1258,2374,2709,2878,2858,2669,0.653072947,2.010254597,0.118321352,1.568041699,0.351235231,-0.286645875,3.764900662,1.287758347,1.268400176,0.322306455,1.706422018,2.880733945,0.048020219,0.572507553,0.320977254,0.397774245,0.653072947,0.652979182,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,0.927412987,90,177
3314,pasture_agroforestry,45,1,Kisumu,Eucalyptus,robusta 1,12,450,130,-0.1468761,35.0325345,1209.1,4.88,2269,1475,490,794,604,1258,2374,2709,2878,2858,2669,0.653072947,2.010254597,0.118321352,1.568041699,0.351235231,-0.286645875,3.764900662,1.287758347,1.268400176,0.322306455,1.706422018,2.880733945,0.048020219,0.572507553,0.320977254,0.397774245,0.653072947,0.652979182,22.54176286,24.73268817,21.63228805,1.365340073,1.631808772,1199,0.109885333,0.341698725,0.026558553,1.70394968,2.9931983,1199,1.311443329,314.9999084,183
3842,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,50,530,330,-0.097165,34.8425105,1139.9,4.883,2521,1702,531,803,720,1285,2231,2491,2430,2685,2748,0.542857143,1.544157486,-0.018380125,1.135467179,0.281795511,-0.324750394,2.375,0.891050584,0.963903213,0.176185866,1.674336283,3.008849558,0.084715374,0.464547677,0.288570148,0.32233463,0.542857143,0.542770989,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1157,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1157,0.927409947,180,180
3850,pasture_agroforestry,41,1,Kisumu,Acacia,drepanolobium,70,650,700,-0.0970672,34.8424443,1138.9,4.8,2849,2074,543,804,728,1545,2238,2473,2470,2671,2861,0.544715447,1.574191216,-0.071253995,1.141676946,0.359436868,-0.29676832,2.392857143,0.598705502,0.866970867,0.087147887,0.848225214,2.074663403,0.082663092,0.465650895,0.174709562,0.399093851,0.544715447,0.544630295,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1157,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1157,2.073028326,26.56508446,177
3855,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,30,450,200,-0.0969702,34.8426958,1138.9,5,2514,1658,475,767,646,1257,2117,2506,2542,2676,2687,0.594730238,1.659373359,0.005537975,1.32118282,0.321071992,-0.333333333,2.93498452,1.022275259,1.011137629,0.21047619,1.407528642,2.687397709,0.080774681,0.517608518,0.267264998,0.361654733,0.594730238,0.594636977,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1156,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1156,2.073028326,26.56508446,177
3839,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,40,650,400,-0.0969232,34.8420689,1180.4,4.82,3009,2285,780,1136,1340,1738,2338,2543,2504,2707,2697,0.302809573,0.619808307,-0.091601669,0.512871884,0.129304743,-0.267748051,0.868656716,0.440736479,0.832170156,0.045729797,1.507537688,3.914572864,0.239520958,0.251730104,0.171257485,0.118757192,0.302809573,0.302770191,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1157,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1157,2.073028326,333.434906,183
3846,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,30,570,310,-0.0969226,34.8421902,1176.7,4.95,2728,1972,656,970,924,1453,2228,2542,2556,2680,2697,0.468965517,1.28261553,-0.032551098,0.910111384,0.222549432,-0.304950969,1.766233766,0.759119064,0.936950147,0.128975265,1.465028355,2.971644612,0.120287253,0.394584139,0.230789946,0.254370268,0.468965517,0.468898147,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1157,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1157,2.073028326,333.434906,183
3857,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,35,450,330,-0.0968608,34.8426558,1138.8,4.68,2410,1603,481,756,640,1293,2159,2487,2504,2734,2687,0.592875318,1.702283105,0.019129019,1.314058356,0.337816865,-0.301647313,2.9125,0.936581593,1.039004149,0.219381544,1.32618683,2.569678407,0.073645206,0.514206897,0.260398333,0.379427688,0.592875318,0.592781046,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,0.927409947,0,180
3844,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,35,600,450,-0.0967882,34.8419171,1142.7,4.68,2895,2057,582,900,848,1556,2273,2554,2746,2718,2652,0.528102393,1.367435159,-0.026413756,1.087199504,0.294509151,-0.300831274,2.238207547,0.764781491,0.948531952,0.143452009,1.012711864,2.388418079,0.117025957,0.454501916,0.190057193,0.329820051,0.528102393,0.528028933,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,0.927411258,90,177
3848,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,18,280,200,-0.0967627,34.8418106,1142.6,4.866,2985,2277,704,1032,1138,1710,2327,2533,2648,2717,2652,0.398837824,0.89945199,-0.059826025,0.727470709,0.200842697,-0.271565495,1.326889279,0.548538012,0.887102178,0.075329949,1.078671329,2.837412587,0.186506231,0.336302895,0.162956596,0.216842105,0.398837824,0.398785158,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,0.927411258,90,177
3865,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,26,680,350,-0.0967542,34.8422645,1176.2,4.74,2560,1723,509,804,762,1346,2273,2619,2447,2793,2697,0.525085696,1.31537861,-0.022568404,1.077550322,0.277039848,-0.310803891,2.211286089,0.817979198,0.955859375,0.173621103,1.587328767,3.020547945,0.111306643,0.453200646,0.274879015,0.309509658,0.525085696,0.525003895,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,1.854334116,0,180
3852,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,25,550,250,-0.0967383,34.8418499,1142.5,4.6,2895,2057,582,900,848,1556,2273,2554,2746,2718,2652,0.528102393,1.367435159,-0.026413756,1.087199504,0.294509151,-0.300831274,2.238207547,0.764781491,0.948531952,0.143452009,1.012711864,2.388418079,0.117025957,0.454501916,0.190057193,0.329820051,0.528102393,0.528028933,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,0.927411258,90,177
3860,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,30,490,200,-0.0966966,34.8422359,1176.5,4.76,2458,1616,604,884,787,1387,2217,2570,2598,2767,2697,0.535007386,1.622178431,0.027689873,1.109562442,0.27598896,-0.278543563,2.301143583,0.873107426,1.056956876,0.233032748,1.383333333,2.688333333,0.082543978,0.453998496,0.245376635,0.319682769,0.535007386,0.534928371,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,1.854334116,0,180
3841,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,25,230,120,-0.0966932,34.8415323,1150.6,4.933,2822,2153,827,1168,1484,1632,2313,2571,2374,2725,2652,0.230689476,0.4382941,-0.086220169,0.371956322,0.047496791,-0.267175573,0.599730458,0.454656863,0.841247342,0.048818202,4.601351351,10.04054054,0.284046693,0.189967983,0.222741029,-0.007965686,0.230689476,0.230659583,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1156,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1156,2.073029995,116.5650177,174
3847,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,40,300,17,-0.0966752,34.8416183,1150.5,4.875,2822,2153,706,1058,1230,1632,2313,2571,2427,2725,2652,0.327317473,0.663084423,-0.075252429,0.564389746,0.140461216,-0.267175573,0.973170732,0.487132353,0.860028349,0.059825328,1.694029851,3.997512438,0.226545612,0.27435251,0.20077821,0.132843137,0.327317473,0.327272727,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1156,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1156,2.073029995,116.5650177,174
3859,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,15,500,250,-0.0966726,34.8424012,1139.2,4.9,2530,1722,592,838,888,1345,2176,2533,2524,2738,2697,0.479484174,1.198359215,-0.001187178,0.939879777,0.204657412,-0.305806452,1.842342342,0.876579926,0.997628458,0.188883655,1.818380744,3.466083151,0.136029412,0.408591409,0.263511029,0.227806691,0.479484174,0.479413919,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,2.780288458,0,180
3863,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,45,580,200,-0.0966608,34.8425397,1139.2,4.82,2426,1543,512,754,678,1135,2085,2485,2328,2720,2687,0.548902196,1.613218616,-0.02061422,1.155778494,0.252068395,-0.362538613,2.433628319,1.051101322,0.959604287,0.202789977,2.078774617,3.442013129,0.079616307,0.469016487,0.320671463,0.292863436,0.548902196,0.54881091,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,2.780288458,0,180
3851,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,20,420,100,-0.0966605,34.8416456,1150.6,4.925,2648,1805,552,812,852,1411,2272,2539,2446,2807,2652,0.483323226,1.165545481,-0.039654495,0.950918275,0.247017234,-0.304754866,1.870892019,0.733522325,0.923716012,0.15078805,1.540250447,3.076923077,0.132042254,0.414025974,0.253961268,0.274415308,0.483323226,0.483249962,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1156,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1156,2.073029995,116.5650177,174
3843,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,50,400,20,-0.0966559,34.8415829,1150.6,4.96,2822,2153,706,1058,1230,1632,2313,2571,2427,2725,2652,0.327317473,0.663084423,-0.075252429,0.564389746,0.140461216,-0.267175573,0.973170732,0.487132353,0.860028349,0.059825328,1.694029851,3.997512438,0.226545612,0.27435251,0.20077821,0.132843137,0.327317473,0.327272727,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1156,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1156,2.073029995,116.5650177,174
3853,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,28,500,180,-0.096633,34.8422884,1176.5,4.95,2458,1616,588,884,865,1387,2217,2570,2845,2767,2697,0.533692722,1.365140651,0.07297756,1.10527458,0.231793961,-0.278543563,2.289017341,1.051189618,1.157445077,0.275498767,1.590038314,3.120689655,0.124943618,0.460679386,0.252413171,0.261139149,0.533692722,0.533620806,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,1.854334116,0,180
3869,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,22,600,260,-0.0966236,34.8423219,1175.9,4.58,2458,1616,559,812,754,1387,2217,2570,2645,2767,2697,0.5563401,1.587741394,0.036645111,1.181218591,0.295656235,-0.278543563,2.50795756,0.906993511,1.076078112,0.241492607,1.31121643,2.619273302,0.087956698,0.477766549,0.242399639,0.336986301,0.5563401,0.556258273,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,2.780288458,0,180
3854,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,20,400,100,-0.0965763,34.8416673,1150.6,4.95,2648,1805,470,738,643,1411,2272,2539,2524,2807,2652,0.59393748,1.645381386,-0.023975251,1.318133135,0.373904576,-0.304754866,2.925349922,0.788802268,0.953172205,0.166089166,1.12109375,2.346354167,0.076144366,0.517184493,0.23556338,0.410914245,0.59393748,0.593843725,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1157,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1157,2.621511459,134.9999542,174
3873,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,35,430,250,-0.0965719,34.8425905,1138.4,4.74,2426,1543,476,686,593,1135,2085,2485,2269,2720,2687,0.585604472,1.855624446,-0.03343983,1.286506109,0.313657407,-0.362538613,2.826306914,0.999118943,0.935284419,0.190451207,1.752767528,2.968634686,0.056115108,0.502097064,0.312517986,0.361409692,0.585604472,0.585502183,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,0.927411258,270,183
3856,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,30,500,20,-0.0965641,34.8416245,1150.7,4.8,2822,2153,546,852,805,1632,2313,2571,2622,2725,2652,0.530201342,1.352739726,-0.036737693,1.093956202,0.339351662,-0.267175573,2.257142857,0.606617647,0.929128278,0.098219895,0.823458283,2.136638452,0.111975789,0.457337025,0.164029399,0.373651961,0.530201342,0.530123997,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1157,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1157,2.621511459,134.9999542,174
3849,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,24,600,220,-0.0965634,34.8422754,1176.6,4.58,2458,1616,559,812,754,1387,2217,2570,2645,2767,2697,0.5563401,1.587741394,0.036645111,1.181218591,0.295656235,-0.278543563,2.50795756,0.906993511,1.076078112,0.241492607,1.31121643,2.619273302,0.087956698,0.477766549,0.242399639,0.336986301,0.5563401,0.556258273,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,2.621511459,134.9999542,174
3879,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,32,640,320,-0.0965632,34.8424866,1175.9,4.72,2530,1722,527,736,714,1345,2176,2533,2472,2738,2697,0.551789077,1.567124265,-0.011595362,1.165592862,0.306459446,-0.305806452,2.462184874,0.837918216,0.977075099,0.178826896,1.316957211,2.613312203,0.0859375,0.473471586,0.247518382,0.347509294,0.551789077,0.551702495,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1154,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1154,0,0,180
3870,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,25,450,300,-0.0965605,34.8422045,1142.1,4.8,2458,1616,525,798,760,1387,2217,2570,2520,2767,2697,0.536585366,1.399713695,0.012454801,1.114728102,0.292035398,-0.278543563,2.315789474,0.816870944,1.025223759,0.218568665,1.323763955,2.698564593,0.105999098,0.462549277,0.242940911,0.327757751,0.536585366,0.536503582,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1155,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1155,2.621511459,134.9999542,174
3888,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,25,400,350,-0.096514,34.8419905,1142.2,4.85,2911,2026,798,1072,1250,1436,2167,2465,2494,2708,2916,0.332264957,0.775561097,-0.077150786,0.575039203,0.069247952,-0.33931447,0.9952,0.736768802,0.856750258,0.103539823,3.930107527,7.360215054,0.208583295,0.273888155,0.252699585,0.040668524,0.332264957,0.33222059,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1156,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1156,3.340327978,146.3098907,174
3864,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,20,500,100,-0.0964691,34.8416618,1150.9,4.94,2634,1743,481,734,664,1262,2280,2653,2570,2894,2916,0.589363018,1.616624258,-0.012298232,1.300675168,0.310488058,-0.352156057,2.870481928,1.036450079,0.975702354,0.191745885,1.702341137,3.008361204,0.080263158,0.513055182,0.304736842,0.350079239,0.589363018,0.589271912,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1157,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1157,2.621511459,134.9999542,174
3861,pasture_agroforestry,41,1,Kisumu,Acacia,tortilis,30,450,22,-0.0964544,34.841671,1150.8,4.82,2634,1743,481,734,664,1262,2280,2653,2570,2894,2916,0.589363018,1.616624258,-0.012298232,1.300675168,0.310488058,-0.352156057,2.870481928,1.036450079,0.975702354,0.191745885,1.702341137,3.008361204,0.080263158,0.513055182,0.304736842,0.350079239,0.589363018,0.589271912,23.43191852,25.2370512,22.62383501,1.27581798,1.152158128,1157,0.109178718,0.321448271,0.023013075,1.760725264,3.530879875,1157,2.621511459,134.9999542,174
